,image_path,image_name,subject_name,mask_path
10381,train/37_12.tif,12,37,train/37_12_mask.tif
10074,train/38_12.tif,12,38,train/38_12_mask.tif
10145,train/39_12.tif,12,39,train/39_12_mask.tif
3768,train/4_12.tif,12,4,train/4_12_mask.tif
510,train/40_12.tif,12,40,train/40_12_mask.tif
3128,train/41_12.tif,12,41,train/41_12_mask.tif
2345,train/42_12.tif,12,42,train/42_12_mask.tif
1923,train/43_12.tif,12,43,train/43_12_mask.tif
1753,train/44_12.tif,12,44,train/44_12_mask.tif
10097,train/45_12.tif,12,45,train/45_12_mask.tif
3883,train/46_12.tif,12,46,train/46_12_mask.tif
2297,train/47_12.tif,12,47,train/47_12_mask.tif
5708,train/5_12.tif,12,5,train/5_12_mask.tif
212,train/6_12.tif,12,6,train/6_12_mask.tif
558,train/7_12.tif,12,7,train/7_12_mask.tif
6379,train/8_12.tif,12,8,train/8_12_mask.tif
7065,train/9_12.tif,12,9,train/9_12_mask.tif
4446,train/1_120.tif,120,1,train/1_120_mask.tif
2714,train/11_120.tif,120,11,train/11_120_mask.tif
10154,train/12_120.tif,120,12,train/12_120_mask.tif
1622,train/13_120.tif,120,13,train/13_120_mask.tif
4225,train/14_120.tif,120,14,train/14_120_mask.tif
4007,train/15_120.tif,120,15,train/15_120_mask.tif
7749,train/16_120.tif,120,16,train/16_120_mask.tif
10998,train/18_120.tif,120,18,train/18_120_mask.tif
6206,train/19_120.tif,120,19,train/19_120_mask.tif
10331,train/2_120.tif,120,2,train/2_120_mask.tif
1527,train/20_120.tif,120,20,train/20_120_mask.tif
2186,train/21_120.tif,120,21,train/21_120_mask.tif
4468,train/22_120.tif,120,22,train/22_120_mask.tif
5542,train/23_120.tif,120,23,train/23_120_mask.tif
7604,train/24_120.tif,120,24,train/24_120_mask.tif
9554,train/25_120.tif,120,25,train/25_120_mask.tif
1135,train/26_120.tif,120,26,train/26_120_mask.tif
10489,train/28_120.tif,120,28,train/28_120_mask.tif
2757,train/29_120.tif,120,29,train/29_120_mask.tif
7025,train/30_120.tif,120,30,train/30_120_mask.tif
4384,train/31_120.tif,120,31,train/31_120_mask.tif
4137,train/32_120.tif,120,32,train/32_120_mask.tif
9252,train/33_120.tif,120,33,train/33_120_mask.tif
1900,train/35_120.tif,120,35,train/35_120_mask.tif
9641,train/36_120.tif,120,36,train/36_120_mask.tif
11117,train/37_120.tif,120,37,train/37_120_mask.tif
11,train/38_120.tif,120,38,train/38_120_mask.tif
6325,train/39_120.tif,120,39,train/39_120_mask.tif
4572,train/4_120.tif,120,4,train/4_120_mask.tif
3960,train/40_120.tif,120,40,train/40_120_mask.tif
5019,train/41_120.tif,120,41,train/41_120_mask.tif
4395,train/42_120.tif,120,42,train/42_120_mask.tif
9257,train/43_120.tif,120,43,train/43_120_mask.tif
10001,train/45_120.tif,120,45,train/45_120_mask.tif
4151,train/46_120.tif,120,46,train/46_120_mask.tif
7537,train/5_120.tif,120,5,train/5_120_mask.tif
3686,train/6_120.tif,120,6,train/6_120_mask.tif
922,train/8_120.tif,120,8,train/8_120_mask.tif
7894,train/9_120.tif,120,9,train/9_120_mask.tif
1237,train/1_13.tif,13,1,train/1_13_mask.tif
1418,train/10_13.tif,13,10,train/10_13_mask.tif
5355,train/11_13.tif,13,11,train/11_13_mask.tif
1520,train/13_13.tif,13,13,train/13_13_mask.tif
3431,train/14_13.tif,13,14,train/14_13_mask.tif
2566,train/15_13.tif,13,15,train/15_13_mask.tif
6973,train/17_13.tif,13,17,train/17_13_mask.tif
9698,train/18_13.tif,13,18,train/18_13_mask.tif
4333,train/19_13.tif,13,19,train/19_13_mask.tif
8150,train/2_13.tif,13,2,train/2_13_mask.tif
436,train/20_13.tif,13,20,train/20_13_mask.tif
9075,train/21_13.tif,13,21,train/21_13_mask.tif
10514,train/22_13.tif,13,22,train/22_13_mask.tif
8560,train/23_13.tif,13,23,train/23_13_mask.tif
5302,train/24_13.tif,13,24,train/24_13_mask.tif
2523,train/25_13.tif,13,25,train/25_13_mask.tif
9469,train/26_13.tif,13,26,train/26_13_mask.tif
5425,train/27_13.tif,13,27,train/27_13_mask.tif
8576,train/28_13.tif,13,28,train/28_13_mask.tif
8306,train/29_13.tif,13,29,train/29_13_mask.tif
6041,train/3_13.tif,13,3,train/3_13_mask.tif
11238,train/30_13.tif,13,30,train/30_13_mask.tif
6050,train/31_13.tif,13,31,train/31_13_mask.tif
200,train/32_13.tif,13,32,train/32_13_mask.tif
9453,train/33_13.tif,13,33,train/33_13_mask.tif
10642,train/34_13.tif,13,34,train/34_13_mask.tif
10368,train/35_13.tif,13,35,train/35_13_mask.tif
4519,train/36_13.tif,13,36,train/36_13_mask.tif
9791,train/37_13.tif,13,37,train/37_13_mask.tif
5337,train/38_13.tif,13,38,train/38_13_mask.tif
9913,train/39_13.tif,13,39,train/39_13_mask.tif
2305,train/4_13.tif,13,4,train/4_13_mask.tif
4092,train/40_13.tif,13,40,train/40_13_mask.tif
7956,train/41_13.tif,13,41,train/41_13_mask.tif
2430,train/42_13.tif,13,42,train/42_13_mask.tif
3856,train/43_13.tif,13,43,train/43_13_mask.tif
5472,train/44_13.tif,13,44,train/44_13_mask.tif
2506,train/45_13.tif,13,45,train/45_13_mask.tif
6783,train/46_13.tif,13,46,train/46_13_mask.tif
7215,train/47_13.tif,13,47,train/47_13_mask.tif
7523,train/5_13.tif,13,5,train/5_13_mask.tif
543,train/6_13.tif,13,6,train/6_13_mask.tif
5036,train/7_13.tif,13,7,train/7_13_mask.tif
4299,train/8_13.tif,13,8,train/8_13_mask.tif
9467,train/9_13.tif,13,9,train/9_13_mask.tif
5960,train/1_14.tif,14,1,train/1_14_mask.tif
6464,train/10_14.tif,14,10,train/10_14_mask.tif
10580,train/11_14.tif,14,11,train/11_14_mask.tif
1214,train/12_14.tif,14,12,train/12_14_mask.tif
4217,train/13_14.tif,14,13,train/13_14_mask.tif
736,train/14_14.tif,14,14,train/14_14_mask.tif
8500,train/15_14.tif,14,15,train/15_14_mask.tif
2119,train/16_14.tif,14,16,train/16_14_mask.tif
4954,train/17_14.tif,14,17,train/17_14_mask.tif
1324,train/18_14.tif,14,18,train/18_14_mask.tif
10863,train/19_14.tif,14,19,train/19_14_mask.tif
9261,train/2_14.tif,14,2,train/2_14_mask.tif
2817,train/20_14.tif,14,20,train/20_14_mask.tif
10093,train/21_14.tif,14,21,train/21_14_mask.tif
4825,train/22_14.tif,14,22,train/22_14_mask.tif
5244,train/23_14.tif,14,23,train/23_14_mask.tif
9527,train/24_14.tif,14,24,train/24_14_mask.tif
8009,train/25_14.tif,14,25,train/25_14_mask.tif
5824,train/26_14.tif,14,26,train/26_14_mask.tif
199,train/27_14.tif,14,27,train/27_14_mask.tif
1015,train/28_14.tif,14,28,train/28_14_mask.tif
11071,train/29_14.tif,14,29,train/29_14_mask.tif
7960,train/3_14.tif,14,3,train/3_14_mask.tif
6069,train/30_14.tif,14,30,train/30_14_mask.tif
6739,train/31_14.tif,14,31,train/31_14_mask.tif
10201,train/32_14.tif,14,32,train/32_14_mask.tif
9567,train/33_14.tif,14,33,train/33_14_mask.tif
2140,train/34_14.tif,14,34,train/34_14_mask.tif
5227,train/35_14.tif,14,35,train/35_14_mask.tif
10012,train/36_14.tif,14,36,train/36_14_mask.tif
4567,train/37_14.tif,14,37,train/37_14_mask.tif
6070,train/38_14.tif,14,38,train/38_14_mask.tif
3594,train/39_14.tif,14,39,train/39_14_mask.tif
10473,train/4_14.tif,14,4,train/4_14_mask.tif
10936,train/40_14.tif,14,40,train/40_14_mask.tif
4105,train/41_14.tif,14,41,train/41_14_mask.tif
3344,train/42_14.tif,14,42,train/42_14_mask.tif
5835,train/44_14.tif,14,44,train/44_14_mask.tif
3281,train/45_14.tif,14,45,train/45_14_mask.tif
8818,train/46_14.tif,14,46,train/46_14_mask.tif
2134,train/47_14.tif,14,47,train/47_14_mask.tif
6043,train/5_14.tif,14,5,train/5_14_mask.tif
1123,train/6_14.tif,14,6,train/6_14_mask.tif
5442,train/7_14.tif,14,7,train/7_14_mask.tif
7021,train/8_14.tif,14,8,train/8_14_mask.tif
651,train/9_14.tif,14,9,train/9_14_mask.tif
717,train/1_15.tif,15,1,train/1_15_mask.tif
5324,train/10_15.tif,15,10,train/10_15_mask.tif
8437,train/11_15.tif,15,11,train/11_15_mask.tif
8148,train/12_15.tif,15,12,train/12_15_mask.tif
4287,train/13_15.tif,15,13,train/13_15_mask.tif
10741,train/14_15.tif,15,14,train/14_15_mask.tif
5630,train/15_15.tif,15,15,train/15_15_mask.tif
11200,train/16_15.tif,15,16,train/16_15_mask.tif
2112,train/17_15.tif,15,17,train/17_15_mask.tif
2873,train/18_15.tif,15,18,train/18_15_mask.tif
3000,train/19_15.tif,15,19,train/19_15_mask.tif
10638,train/2_15.tif,15,2,train/2_15_mask.tif
6227,train/20_15.tif,15,20,train/20_15_mask.tif
8820,train/21_15.tif,15,21,train/21_15_mask.tif
5554,train/22_15.tif,15,22,train/22_15_mask.tif
9312,train/23_15.tif,15,23,train/23_15_mask.tif
11036,train/24_15.tif,15,24,train/24_15_mask.tif
6553,train/25_15.tif,15,25,train/25_15_mask.tif
9343,train/26_15.tif,15,26,train/26_15_mask.tif
1156,train/27_15.tif,15,27,train/27_15_mask.tif
6013,train/28_15.tif,15,28,train/28_15_mask.tif
2643,train/29_15.tif,15,29,train/29_15_mask.tif
633,train/3_15.tif,15,3,train/3_15_mask.tif
2624,train/30_15.tif,15,30,train/30_15_mask.tif
5583,train/31_15.tif,15,31,train/31_15_mask.tif
2695,train/32_15.tif,15,32,train/32_15_mask.tif
5867,train/33_15.tif,15,33,train/33_15_mask.tif
7481,train/34_15.tif,15,34,train/34_15_mask.tif
8496,train/35_15.tif,15,35,train/35_15_mask.tif
2058,train/37_15.tif,15,37,train/37_15_mask.tif
4738,train/38_15.tif,15,38,train/38_15_mask.tif
3379,train/39_15.tif,15,39,train/39_15_mask.tif
5058,train/4_15.tif,15,4,train/4_15_mask.tif
1206,train/40_15.tif,15,40,train/40_15_mask.tif
3912,train/41_15.tif,15,41,train/41_15_mask.tif
4308,train/42_15.tif,15,42,train/42_15_mask.tif
2234,train/43_15.tif,15,43,train/43_15_mask.tif
6442,train/44_15.tif,15,44,train/44_15_mask.tif
8455,train/45_15.tif,15,45,train/45_15_mask.tif
4969,train/46_15.tif,15,46,train/46_15_mask.tif
6986,train/47_15.tif,15,47,train/47_15_mask.tif
1229,train/5_15.tif,15,5,train/5_15_mask.tif
9549,train/6_15.tif,15,6,train/6_15_mask.tif
4903,train/7_15.tif,15,7,train/7_15_mask.tif
173,train/8_15.tif,15,8,train/8_15_mask.tif
3078,train/9_15.tif,15,9,train/9_15_mask.tif
6198,train/1_16.tif,16,1,train/1_16_mask.tif
10041,train/10_16.tif,16,10,train/10_16_mask.tif
375,train/11_16.tif,16,11,train/11_16_mask.tif
6991,train/12_16.tif,16,12,train/12_16_mask.tif
7977,train/13_16.tif,16,13,train/13_16_mask.tif
3607,train/15_16.tif,16,15,train/15_16_mask.tif
9260,train/16_16.tif,16,16,train/16_16_mask.tif
8515,train/17_16.tif,16,17,train/17_16_mask.tif
4071,train/18_16.tif,16,18,train/18_16_mask.tif
9327,train/19_16.tif,16,19,train/19_16_mask.tif
8180,train/2_16.tif,16,2,train/2_16_mask.tif
3064,train/20_16.tif,16,20,train/20_16_mask.tif
1033,train/21_16.tif,16,21,train/21_16_mask.tif
6855,train/22_16.tif,16,22,train/22_16_mask.tif
9288,train/23_16.tif,16,23,train/23_16_mask.tif
3238,train/24_16.tif,16,24,train/24_16_mask.tif
8508,train/25_16.tif,16,25,train/25_16_mask.tif
3627,train/26_16.tif,16,26,train/26_16_mask.tif
2878,train/27_16.tif,16,27,train/27_16_mask.tif
10703,train/28_16.tif,16,28,train/28_16_mask.tif
5877,train/29_16.tif,16,29,train/29_16_mask.tif
9649,train/3_16.tif,16,3,train/3_16_mask.tif
8344,train/30_16.tif,16,30,train/30_16_mask.tif
6164,train/31_16.tif,16,31,train/31_16_mask.tif
6090,train/32_16.tif,16,32,train/32_16_mask.tif
10183,train/33_16.tif,16,33,train/33_16_mask.tif
2787,train/34_16.tif,16,34,train/34_16_mask.tif
11053,train/35_16.tif,16,35,train/35_16_mask.tif
9013,train/36_16.tif,16,36,train/36_16_mask.tif
7240,train/37_16.tif,16,37,train/37_16_mask.tif
914,train/38_16.tif,16,38,train/38_16_mask.tif
7637,train/39_16.tif,16,39,train/39_16_mask.tif
1693,train/4_16.tif,16,4,train/4_16_mask.tif
6850,train/40_16.tif,16,40,train/40_16_mask.tif
9005,train/41_16.tif,16,41,train/41_16_mask.tif
1936,train/42_16.tif,16,42,train/42_16_mask.tif
7764,train/43_16.tif,16,43,train/43_16_mask.tif
8283,train/44_16.tif,16,44,train/44_16_mask.tif
326,train/45_16.tif,16,45,train/45_16_mask.tif
3519,train/46_16.tif,16,46,train/46_16_mask.tif
7190,train/47_16.tif,16,47,train/47_16_mask.tif
3543,train/6_16.tif,16,6,train/6_16_mask.tif
9426,train/7_16.tif,16,7,train/7_16_mask.tif
8994,train/8_16.tif,16,8,train/8_16_mask.tif
4864,train/9_16.tif,16,9,train/9_16_mask.tif
1050,train/1_17.tif,17,1,train/1_17_mask.tif
1921,train/10_17.tif,17,10,train/10_17_mask.tif
7882,train/11_17.tif,17,11,train/11_17_mask.tif
8853,train/12_17.tif,17,12,train/12_17_mask.tif
8557,train/13_17.tif,17,13,train/13_17_mask.tif
10109,train/14_17.tif,17,14,train/14_17_mask.tif
4056,train/15_17.tif,17,15,train/15_17_mask.tif
1866,train/16_17.tif,17,16,train/16_17_mask.tif
9097,train/17_17.tif,17,17,train/17_17_mask.tif
9993,train/18_17.tif,17,18,train/18_17_mask.tif
3661,train/19_17.tif,17,19,train/19_17_mask.tif
3277,train/2_17.tif,17,2,train/2_17_mask.tif
950,train/20_17.tif,17,20,train/20_17_mask.tif
4454,train/21_17.tif,17,21,train/21_17_mask.tif
6577,train/22_17.tif,17,22,train/22_17_mask.tif
8912,train/23_17.tif,17,23,train/23_17_mask.tif
2195,train/24_17.tif,17,24,train/24_17_mask.tif
2210,train/25_17.tif,17,25,train/25_17_mask.tif
6399,train/26_17.tif,17,26,train/26_17_mask.tif
1241,train/27_17.tif,17,27,train/27_17_mask.tif
10884,train/28_17.tif,17,28,train/28_17_mask.tif
2314,train/29_17.tif,17,29,train/29_17_mask.tif
4643,train/3_17.tif,17,3,train/3_17_mask.tif
7265,train/30_17.tif,17,30,train/30_17_mask.tif
10175,train/31_17.tif,17,31,train/31_17_mask.tif
4180,train/32_17.tif,17,32,train/32_17_mask.tif
3779,train/33_17.tif,17,33,train/33_17_mask.tif
8463,train/34_17.tif,17,34,train/34_17_mask.tif
6916,train/35_17.tif,17,35,train/35_17_mask.tif
6697,train/36_17.tif,17,36,train/36_17_mask.tif
8370,train/37_17.tif,17,37,train/37_17_mask.tif
6252,train/38_17.tif,17,38,train/38_17_mask.tif
10501,train/39_17.tif,17,39,train/39_17_mask.tif
4844,train/4_17.tif,17,4,train/4_17_mask.tif
9140,train/40_17.tif,17,40,train/40_17_mask.tif
7591,train/41_17.tif,17,41,train/41_17_mask.tif
2129,train/42_17.tif,17,42,train/42_17_mask.tif
7912,train/44_17.tif,17,44,train/44_17_mask.tif
5048,train/45_17.tif,17,45,train/45_17_mask.tif
10947,train/46_17.tif,17,46,train/46_17_mask.tif
9262,train/47_17.tif,17,47,train/47_17_mask.tif
2577,train/5_17.tif,17,5,train/5_17_mask.tif
8992,train/6_17.tif,17,6,train/6_17_mask.tif
3880,train/7_17.tif,17,7,train/7_17_mask.tif
2887,train/8_17.tif,17,8,train/8_17_mask.tif
641,train/1_18.tif,18,1,train/1_18_mask.tif
3033,train/10_18.tif,18,10,train/10_18_mask.tif
43,train/11_18.tif,18,11,train/11_18_mask.tif
656,train/12_18.tif,18,12,train/12_18_mask.tif
9471,train/13_18.tif,18,13,train/13_18_mask.tif
8768,train/14_18.tif,18,14,train/14_18_mask.tif
9848,train/15_18.tif,18,15,train/15_18_mask.tif
1974,train/16_18.tif,18,16,train/16_18_mask.tif
6361,train/17_18.tif,18,17,train/17_18_mask.tif
11121,train/18_18.tif,18,18,train/18_18_mask.tif
6630,train/19_18.tif,18,19,train/19_18_mask.tif
5913,train/2_18.tif,18,2,train/2_18_mask.tif
2719,train/20_18.tif,18,20,train/20_18_mask.tif
6700,train/21_18.tif,18,21,train/21_18_mask.tif
6264,train/22_18.tif,18,22,train/22_18_mask.tif
10220,train/23_18.tif,18,23,train/23_18_mask.tif
3922,train/24_18.tif,18,24,train/24_18_mask.tif
8641,train/25_18.tif,18,25,train/25_18_mask.tif
2484,train/26_18.tif,18,26,train/26_18_mask.tif
161,train/27_18.tif,18,27,train/27_18_mask.tif
2839,train/28_18.tif,18,28,train/28_18_mask.tif
5885,train/29_18.tif,18,29,train/29_18_mask.tif
6902,train/3_18.tif,18,3,train/3_18_mask.tif
3273,train/30_18.tif,18,30,train/30_18_mask.tif
9192,train/31_18.tif,18,31,train/31_18_mask.tif
6137,train/32_18.tif,18,32,train/32_18_mask.tif
4099,train/33_18.tif,18,33,train/33_18_mask.tif
3591,train/34_18.tif,18,34,train/34_18_mask.tif
1498,train/35_18.tif,18,35,train/35_18_mask.tif
6277,train/37_18.tif,18,37,train/37_18_mask.tif
2884,train/38_18.tif,18,38,train/38_18_mask.tif
5918,train/39_18.tif,18,39,train/39_18_mask.tif
9165,train/4_18.tif,18,4,train/4_18_mask.tif
8072,train/40_18.tif,18,40,train/40_18_mask.tif
10915,train/41_18.tif,18,41,train/41_18_mask.tif
7851,train/42_18.tif,18,42,train/42_18_mask.tif
4014,train/43_18.tif,18,43,train/43_18_mask.tif
6650,train/44_18.tif,18,44,train/44_18_mask.tif
10240,train/45_18.tif,18,45,train/45_18_mask.tif
9562,train/46_18.tif,18,46,train/46_18_mask.tif
3098,train/47_18.tif,18,47,train/47_18_mask.tif
7193,train/5_18.tif,18,5,train/5_18_mask.tif
1441,train/6_18.tif,18,6,train/6_18_mask.tif
2039,train/8_18.tif,18,8,train/8_18_mask.tif
2019,train/9_18.tif,18,9,train/9_18_mask.tif
6712,train/1_19.tif,19,1,train/1_19_mask.tif
9415,train/10_19.tif,19,10,train/10_19_mask.tif
839,train/11_19.tif,19,11,train/11_19_mask.tif
2745,train/12_19.tif,19,12,train/12_19_mask.tif
10070,train/13_19.tif,19,13,train/13_19_mask.tif
7514,train/14_19.tif,19,14,train/14_19_mask.tif
8524,train/15_19.tif,19,15,train/15_19_mask.tif
7096,train/16_19.tif,19,16,train/16_19_mask.tif
9130,train/17_19.tif,19,17,train/17_19_mask.tif
6827,train/18_19.tif,19,18,train/18_19_mask.tif
6319,train/19_19.tif,19,19,train/19_19_mask.tif
3557,train/2_19.tif,19,2,train/2_19_mask.tif
8687,train/20_19.tif,19,20,train/20_19_mask.tif
2537,train/22_19.tif,19,22,train/22_19_mask.tif
7062,train/23_19.tif,19,23,train/23_19_mask.tif
2840,train/24_19.tif,19,24,train/24_19_mask.tif
1201,train/26_19.tif,19,26,train/26_19_mask.tif
9677,train/28_19.tif,19,28,train/28_19_mask.tif
8743,train/29_19.tif,19,29,train/29_19_mask.tif
10914,train/3_19.tif,19,3,train/3_19_mask.tif
1010,train/30_19.tif,19,30,train/30_19_mask.tif
3168,train/31_19.tif,19,31,train/31_19_mask.tif
1873,train/32_19.tif,19,32,train/32_19_mask.tif
4295,train/33_19.tif,19,33,train/33_19_mask.tif
11075,train/34_19.tif,19,34,train/34_19_mask.tif
3470,train/35_19.tif,19,35,train/35_19_mask.tif
1612,train/36_19.tif,19,36,train/36_19_mask.tif
4792,train/37_19.tif,19,37,train/37_19_mask.tif
5809,train/38_19.tif,19,38,train/38_19_mask.tif
5478,train/39_19.tif,19,39,train/39_19_mask.tif
1816,train/4_19.tif,19,4,train/4_19_mask.tif
3596,train/40_19.tif,19,40,train/40_19_mask.tif
6297,train/41_19.tif,19,41,train/41_19_mask.tif
1541,train/42_19.tif,19,42,train/42_19_mask.tif
917,train/43_19.tif,19,43,train/43_19_mask.tif
1952,train/44_19.tif,19,44,train/44_19_mask.tif
6626,train/45_19.tif,19,45,train/45_19_mask.tif
7119,train/46_19.tif,19,46,train/46_19_mask.tif
9908,train/47_19.tif,19,47,train/47_19_mask.tif
10156,train/5_19.tif,19,5,train/5_19_mask.tif
2377,train/6_19.tif,19,6,train/6_19_mask.tif
10231,train/7_19.tif,19,7,train/7_19_mask.tif
4186,train/8_19.tif,19,8,train/8_19_mask.tif
2930,train/9_19.tif,19,9,train/9_19_mask.tif
7892,train/1_2.tif,2,1,train/1_2_mask.tif
11163,train/10_2.tif,2,10,train/10_2_mask.tif
1561,train/11_2.tif,2,11,train/11_2_mask.tif
3979,train/12_2.tif,2,12,train/12_2_mask.tif
11140,train/13_2.tif,2,13,train/13_2_mask.tif
2690,train/14_2.tif,2,14,train/14_2_mask.tif
7556,train/15_2.tif,2,15,train/15_2_mask.tif
11028,train/16_2.tif,2,16,train/16_2_mask.tif
8023,train/17_2.tif,2,17,train/17_2_mask.tif
5290,train/18_2.tif,2,18,train/18_2_mask.tif
11062,train/19_2.tif,2,19,train/19_2_mask.tif
3485,train/2_2.tif,2,2,train/2_2_mask.tif
5749,train/20_2.tif,2,20,train/20_2_mask.tif
6025,train/21_2.tif,2,21,train/21_2_mask.tif
289,train/22_2.tif,2,22,train/22_2_mask.tif
10522,train/23_2.tif,2,23,train/23_2_mask.tif
6285,train/24_2.tif,2,24,train/24_2_mask.tif
8688,train/25_2.tif,2,25,train/25_2_mask.tif
5382,train/26_2.tif,2,26,train/26_2_mask.tif
1025,train/28_2.tif,2,28,train/28_2_mask.tif
8816,train/29_2.tif,2,29,train/29_2_mask.tif
11082,train/3_2.tif,2,3,train/3_2_mask.tif
4529,train/30_2.tif,2,30,train/30_2_mask.tif
3584,train/31_2.tif,2,31,train/31_2_mask.tif
9061,train/32_2.tif,2,32,train/32_2_mask.tif
9707,train/33_2.tif,2,33,train/33_2_mask.tif
8944,train/34_2.tif,2,34,train/34_2_mask.tif
2505,train/35_2.tif,2,35,train/35_2_mask.tif
7503,train/36_2.tif,2,36,train/36_2_mask.tif
9871,train/37_2.tif,2,37,train/37_2_mask.tif
5193,train/38_2.tif,2,38,train/38_2_mask.tif
9163,train/39_2.tif,2,39,train/39_2_mask.tif
5282,train/4_2.tif,2,4,train/4_2_mask.tif
7271,train/40_2.tif,2,40,train/40_2_mask.tif
9670,train/41_2.tif,2,41,train/41_2_mask.tif
9598,train/42_2.tif,2,42,train/42_2_mask.tif
6735,train/43_2.tif,2,43,train/43_2_mask.tif
4436,train/44_2.tif,2,44,train/44_2_mask.tif
6594,train/45_2.tif,2,45,train/45_2_mask.tif
9601,train/46_2.tif,2,46,train/46_2_mask.tif
8980,train/47_2.tif,2,47,train/47_2_mask.tif
7224,train/5_2.tif,2,5,train/5_2_mask.tif
4285,train/6_2.tif,2,6,train/6_2_mask.tif
6497,train/7_2.tif,2,7,train/7_2_mask.tif
3072,train/8_2.tif,2,8,train/8_2_mask.tif
853,train/9_2.tif,2,9,train/9_2_mask.tif
10709,train/1_20.tif,20,1,train/1_20_mask.tif
3938,train/10_20.tif,20,10,train/10_20_mask.tif
2463,train/11_20.tif,20,11,train/11_20_mask.tif
4136,train/12_20.tif,20,12,train/12_20_mask.tif
8640,train/13_20.tif,20,13,train/13_20_mask.tif
2317,train/14_20.tif,20,14,train/14_20_mask.tif
6691,train/15_20.tif,20,15,train/15_20_mask.tif
3625,train/16_20.tif,20,16,train/16_20_mask.tif
2202,train/17_20.tif,20,17,train/17_20_mask.tif
7693,train/18_20.tif,20,18,train/18_20_mask.tif
4433,train/19_20.tif,20,19,train/19_20_mask.tif
1695,train/2_20.tif,20,2,train/2_20_mask.tif
1251,train/20_20.tif,20,20,train/20_20_mask.tif
8458,train/21_20.tif,20,21,train/21_20_mask.tif
1309,train/22_20.tif,20,22,train/22_20_mask.tif
5752,train/23_20.tif,20,23,train/23_20_mask.tif
11004,train/24_20.tif,20,24,train/24_20_mask.tif
6051,train/25_20.tif,20,25,train/25_20_mask.tif
2819,train/26_20.tif,20,26,train/26_20_mask.tif
10603,train/27_20.tif,20,27,train/27_20_mask.tif
5596,train/28_20.tif,20,28,train/28_20_mask.tif
3447,train/29_20.tif,20,29,train/29_20_mask.tif
874,train/3_20.tif,20,3,train/3_20_mask.tif
10426,train/30_20.tif,20,30,train/30_20_mask.tif
1489,train/31_20.tif,20,31,train/31_20_mask.tif
9357,train/32_20.tif,20,32,train/32_20_mask.tif
4654,train/33_20.tif,20,33,train/33_20_mask.tif
6541,train/34_20.tif,20,34,train/34_20_mask.tif
3589,train/35_20.tif,20,35,train/35_20_mask.tif
3776,train/36_20.tif,20,36,train/36_20_mask.tif
9979,train/37_20.tif,20,37,train/37_20_mask.tif
3710,train/38_20.tif,20,38,train/38_20_mask.tif
1867,train/39_20.tif,20,39,train/39_20_mask.tif
7477,train/4_20.tif,20,4,train/4_20_mask.tif
3373,train/40_20.tif,20,40,train/40_20_mask.tif
9374,train/41_20.tif,20,41,train/41_20_mask.tif
11052,train/42_20.tif,20,42,train/42_20_mask.tif
4322,train/43_20.tif,20,43,train/43_20_mask.tif
8399,train/44_20.tif,20,44,train/44_20_mask.tif
10655,train/45_20.tif,20,45,train/45_20_mask.tif
4017,train/46_20.tif,20,46,train/46_20_mask.tif
762,train/47_20.tif,20,47,train/47_20_mask.tif
5912,train/5_20.tif,20,5,train/5_20_mask.tif
10432,train/6_20.tif,20,6,train/6_20_mask.tif
3807,train/7_20.tif,20,7,train/7_20_mask.tif
742,train/8_20.tif,20,8,train/8_20_mask.tif
11157,train/9_20.tif,20,9,train/9_20_mask.tif
10126,train/1_21.tif,21,1,train/1_21_mask.tif
9116,train/10_21.tif,21,10,train/10_21_mask.tif
6773,train/11_21.tif,21,11,train/11_21_mask.tif
10995,train/12_21.tif,21,12,train/12_21_mask.tif
5879,train/13_21.tif,21,13,train/13_21_mask.tif
1117,train/14_21.tif,21,14,train/14_21_mask.tif
7845,train/15_21.tif,21,15,train/15_21_mask.tif
7661,train/16_21.tif,21,16,train/16_21_mask.tif
3730,train/17_21.tif,21,17,train/17_21_mask.tif
4669,train/18_21.tif,21,18,train/18_21_mask.tif
9169,train/19_21.tif,21,19,train/19_21_mask.tif
1151,train/2_21.tif,21,2,train/2_21_mask.tif
4097,train/20_21.tif,21,20,train/20_21_mask.tif
10063,train/22_21.tif,21,22,train/22_21_mask.tif
3678,train/23_21.tif,21,23,train/23_21_mask.tif
7694,train/24_21.tif,21,24,train/24_21_mask.tif
9688,train/25_21.tif,21,25,train/25_21_mask.tif
10543,train/26_21.tif,21,26,train/26_21_mask.tif
2038,train/27_21.tif,21,27,train/27_21_mask.tif
8925,train/28_21.tif,21,28,train/28_21_mask.tif
4096,train/29_21.tif,21,29,train/29_21_mask.tif
4922,train/3_21.tif,21,3,train/3_21_mask.tif
827,train/30_21.tif,21,30,train/30_21_mask.tif
9694,train/31_21.tif,21,31,train/31_21_mask.tif
9518,train/32_21.tif,21,32,train/32_21_mask.tif
8927,train/33_21.tif,21,33,train/33_21_mask.tif
5432,train/34_21.tif,21,34,train/34_21_mask.tif
125,train/35_21.tif,21,35,train/35_21_mask.tif
7606,train/36_21.tif,21,36,train/36_21_mask.tif
8945,train/37_21.tif,21,37,train/37_21_mask.tif
8891,train/38_21.tif,21,38,train/38_21_mask.tif
1828,train/39_21.tif,21,39,train/39_21_mask.tif
6857,train/4_21.tif,21,4,train/4_21_mask.tif
6342,train/40_21.tif,21,40,train/40_21_mask.tif
8220,train/41_21.tif,21,41,train/41_21_mask.tif
